,word,label,sentence_id
20197,a,O,970
20198,common,O,970
20199,disorder,O,970
20200,of,O,970
20201,the,O,970
20202,eye,O,970
20203,affecting,O,970
20204,millions,O,970
20205,of,O,970
20206,people,O,970
20207,around,O,970
20208,the,O,970
20209,world,O,970
20210,The,O,970
20211,prevalence,O,970
20212,of,O,970
20213,DED,B-NAME_OF_DISEASE,970
20214,ranges,O,970
20215,from,O,970
20216,5%,O,970
20217,to,O,970
20218,33%,O,970
20219,worldwide,O,970
20220,with,O,970
20221,increased,O,970
20222,prevalence,O,970
20223,among,O,970
20224,adult,O,970
20225,women,O,970
20226,and,O,971
20227,Asians,O,971
20228,Symptoms,O,971
20229,of,O,971
20230,DED,B-NAME_OF_DISEASE,971
20231,include,O,971
20232,discomfort,B-SIGN_AND_SYMPTOM,971
20233,pain,I-SIGN_AND_SYMPTOM,971
20234,burning,I-SIGN_AND_SYMPTOM,972
20235,foreign,I-SIGN_AND_SYMPTOM,972
20236,body,I-SIGN_AND_SYMPTOM,972
20237,sensation,I-SIGN_AND_SYMPTOM,972
20238,and,I-SIGN_AND_SYMPTOM,973
20239,visual,I-SIGN_AND_SYMPTOM,973
20240,disturbances,I-SIGN_AND_SYMPTOM,973
20241,Dry,B-NAME_OF_DISEASE,973
20242,eye,I-NAME_OF_DISEASE,973
20243,negatively,O,973
20244,affects,O,973
20245,the,O,974
20246,quality,O,974
20247,of,O,975
20248,life,O,975
20249,and,O,975
20250,results,O,975
20251,in,O,975
20252,approximately,O,975
20253,6,O,975
20254,billion,O,975
20255,in,O,975
20256,annual,O,975
20257,costs,O,975
20258,in,O,976
20259,the,B-GPE,976
20260,US,I-GPE,976
20261,Dry,B-NAME_OF_DISEASE,977
20262,eye,I-NAME_OF_DISEASE,977
20263,is,O,977
20264,commonly,O,977
20265,seen,O,977
20266,alongside,O,977
20267,many,O,977
20268,ocular,B-NAME_OF_DISEASE,978
20269,disorders,I-NAME_OF_DISEASE,978
20270,including,O,978
20271,glaucoma,B-NAME_OF_DISEASE,978
20272,cataracts,B-NAME_OF_DISEASE,979
20273,and,O,979
20274,refractive,B-NAME_OF_DISEASE,979
20275,errors,I-NAME_OF_DISEASE,979
20276,Pharmacological,O,979
20277,treatments,O,979
20278,for,O,980
20279,ocular,B-NAME_OF_DISEASE,980
20280,disorders,I-NAME_OF_DISEASE,981
20281,often,O,981
20282,contain,O,981
20283,preservatives,B-CAUSE_OF_DISEASE,981
20284,such,I-CAUSE_OF_DISEASE,981
20285,as,I-CAUSE_OF_DISEASE,981
20286,benzalkonium,I-CAUSE_OF_DISEASE,981
20287,chloride,I-CAUSE_OF_DISEASE,981
20288,These,O,981
20289,preservatives,O,981
20290,can,O,981
20291,cause,O,981
20292,DED,B-NAME_OF_DISEASE,981
20293,signs,O,981
20294,and,O,982
20295,symptoms,O,982
20296,including,O,982
20297,decreased,B-SIGN_AND_SYMPTOM,982
20298,epithelial,I-SIGN_AND_SYMPTOM,982
20299,cell,I-SIGN_AND_SYMPTOM,982
20300,integrity,I-SIGN_AND_SYMPTOM,982
20301,increased,I-SIGN_AND_SYMPTOM,982
20302,epithelial,I-SIGN_AND_SYMPTOM,982
20303,cell,I-SIGN_AND_SYMPTOM,983
20304,apoptosis,I-SIGN_AND_SYMPTOM,983
20305,eye,I-SIGN_AND_SYMPTOM,983
20306,irritation,I-SIGN_AND_SYMPTOM,983
20307,and,I-SIGN_AND_SYMPTOM,983
20308,increased,I-SIGN_AND_SYMPTOM,983
20309,risk,I-SIGN_AND_SYMPTOM,983
20310,for,I-SIGN_AND_SYMPTOM,983
20311,ocular,I-SIGN_AND_SYMPTOM,983
20312,allergies,I-SIGN_AND_SYMPTOM,984
20313,and,I-SIGN_AND_SYMPTOM,984
20314,delayed,I-SIGN_AND_SYMPTOM,984
20315,hypersensitivity,I-SIGN_AND_SYMPTOM,984
20316,reactions,I-SIGN_AND_SYMPTOM,984
20317,Surgical,B-CAUSE_OF_DISEASE,984
20318,interventions,I-CAUSE_OF_DISEASE,984
20319,to,I-CAUSE_OF_DISEASE,984
20320,treat,I-CAUSE_OF_DISEASE,984
20321,ophthalmic,I-CAUSE_OF_DISEASE,984
20322,disorders,I-CAUSE_OF_DISEASE,984
20323,and,I-CAUSE_OF_DISEASE,984
20324,diseases,I-CAUSE_OF_DISEASE,984
20325,can,O,984
20326,also,O,984
20327,cause,O,984
20328,dry,B-NAME_OF_DISEASE,984
20329,eye,I-NAME_OF_DISEASE,984
20330,due,O,984
20331,to,O,985
20332,the,B-CAUSE_OF_DISEASE,985
20333,resultant,I-CAUSE_OF_DISEASE,985
20334,inflammation,I-CAUSE_OF_DISEASE,985
20335,from,I-CAUSE_OF_DISEASE,985
20336,the,I-CAUSE_OF_DISEASE,985
20337,length,I-CAUSE_OF_DISEASE,985
20338,of,I-CAUSE_OF_DISEASE,985
20339,time,I-CAUSE_OF_DISEASE,985
20340,in,I-CAUSE_OF_DISEASE,986
20341,surgery,I-CAUSE_OF_DISEASE,986
20342,incision,B-CAUSE_OF_DISEASE,986
20343,site,I-CAUSE_OF_DISEASE,986
20344,disruption,I-CAUSE_OF_DISEASE,986
20345,to,I-CAUSE_OF_DISEASE,986
20346,the,I-CAUSE_OF_DISEASE,986
20347,corneal,I-CAUSE_OF_DISEASE,986
20348,nerves,I-CAUSE_OF_DISEASE,986
20349,and,O,986
20350,type,B-CAUSE_OF_DISEASE,986
20351,of,I-CAUSE_OF_DISEASE,986
20352,post-surgical,I-CAUSE_OF_DISEASE,986
20353,medication,I-CAUSE_OF_DISEASE,986
20354,Post-trabeculectomy,O,986
20355,patients,O,986
20356,have,O,986
20357,elevated,B-CAUSE_OF_DISEASE,986
20358,tear,I-CAUSE_OF_DISEASE,986
20359,film,I-CAUSE_OF_DISEASE,986
20360,osmolarity,I-CAUSE_OF_DISEASE,986
20361,and,O,986
20362,symptoms,O,986
20363,of,O,986
20364,dry,B-NAME_OF_DISEASE,986
20365,eye,I-NAME_OF_DISEASE,986
20366,intraoperative,B-TREATMENT,986
20367,use,I-TREATMENT,986
20368,of,I-TREATMENT,986
20369,lubricating,I-TREATMENT,986
20370,substances,I-TREATMENT,986
20371,can,O,987
20372,decrease,O,987
20373,post-surgical,O,987
20374,dry,B-NAME_OF_DISEASE,987
20375,eye,I-NAME_OF_DISEASE,987
20376,symptoms,O,987
20377,and,O,987
20378,treatment,O,987
20379,with,O,987
20380,dry,B-NAME_OF_DISEASE,987
20381,eye,I-NAME_OF_DISEASE,987
20382,medication,O,987
20383,post-operatively,O,987
20384,can,O,987
20385,help,O,987
20386,alleviate,O,987
20387,surgery-induced,O,988
20388,dry,B-NAME_OF_DISEASE,988
20389,eye,I-NAME_OF_DISEASE,988
20390,Dry,B-NAME_OF_DISEASE,988
20391,eye,I-NAME_OF_DISEASE,988
20392,symptoms,O,988
20393,following,O,988
20394,cataract,B-TREATMENT,988
20395,surgery,I-TREATMENT,988
20396,occur,O,988
20397,in,O,988
20398,42%,O,988
20399,15%,O,988
20400,and,O,988
20401,9%,O,988
20402,of,O,988
20403,eyes,O,988
20404,of,O,988
20405,patients,O,988
20406,at,O,988
20407,1,B-TIME_DURATION,988
20408,week,I-TIME_DURATION,989
20409,1,B-TIME_DURATION,989
20410,month,I-TIME_DURATION,989
20411,and,O,989
20412,3,B-TIME_DURATION,989
20413,months,I-TIME_DURATION,989
20414,after,O,989
20415,surgery,O,989
20416,respectively,O,989
20417,Additionally,O,989
20418,new,O,989
20419,research,O,989
20420,demonstrates,O,989
20421,the,O,989
20422,bilateral,O,989
20423,impact,O,989
20424,on,O,989
20425,the,B-PART_OF_THE_EYES,989
20426,corneal,I-PART_OF_THE_EYES,989
20427,sub-basal,I-PART_OF_THE_EYES,989
20428,nerve,I-PART_OF_THE_EYES,989
20429,complex,I-PART_OF_THE_EYES,989
20430,after,O,989
20431,cataract,B-TREATMENT,989
20432,surgery,I-TREATMENT,989
20433,potentially,O,989
20434,explaining,O,989
20435,worse,O,989
20436,dry,B-NAME_OF_DISEASE,990
20437,eye,I-NAME_OF_DISEASE,990
20438,symptoms,O,990
20439,after,O,990
20440,cataract,B-TREATMENT,990
20441,surgery,I-TREATMENT,990
20442,on,O,990
20443,the,O,990
20444,second,O,990
20445,eye,O,990
20446,Cyclosporine,B-NAME_OF_DRUG,990
20447,Cyclosporine,B-NAME_OF_DRUG,990
20448,A,I-NAME_OF_DRUG,990
20449,is,O,990
20450,a,O,990
20451,neutrally,O,990
20452,charged,O,991
20453,hydrophobic,O,991
20454,molecule,O,991
20455,with,O,991
20456,low,O,991
20457,aqueous,O,991
20458,solubility,O,991
20459,which,O,991
20460,poses,O,991
20461,challenges,O,991
20462,in,O,991
20463,making,O,991
20464,a,O,992
20465,safe,O,992
20466,and,O,992
20467,effective,O,992
20468,ocular,O,992
20469,drug,O,992
20470,delivery,O,992
20471,system,O,992
20472,Cyclosporine,B-NAME_OF_DRUG,992
20473,A,I-NAME_OF_DRUG,992
20474,reduces,O,992
20475,the,O,992
20476,underlying,O,992
20477,inflammation,O,992
20478,associated,O,992
20479,with,O,992
20480,DED,B-NAME_OF_DISEASE,992
20481,that,O,992
20482,interferes,O,992
20483,with,O,992
20484,tear,O,992
20485,production,O,992
20486,Initially,O,992
20487,cyclosporine,B-NAME_OF_DRUG,992
20488,A,I-NAME_OF_DRUG,992
20489,ophthalmic,O,992
20490,solutions,O,992
20491,were,O,992
20492,formulated,O,993
20493,in,O,993
20494,oil-based,O,993
20495,solvents,O,993
20496,such,O,993
20497,as,O,993
20498,castor,O,993
20499,oil,O,993
20500,or,O,993
20501,corn,O,993
20502,oil,O,993
20503,however,O,993
20504,oils,O,993
20505,caused,O,993
20506,side,O,994
20507,effects,O,994
20508,such,O,994
20509,as,O,994
20510,blurred,B-SIGN_AND_SYMPTOM,994
20511,vision,I-SIGN_AND_SYMPTOM,994
20512,burning,I-SIGN_AND_SYMPTOM,994
20513,and,I-SIGN_AND_SYMPTOM,995
20514,stinging,I-SIGN_AND_SYMPTOM,995
20515,and,I-SIGN_AND_SYMPTOM,995
20516,were,I-SIGN_AND_SYMPTOM,995
20517,poorly,I-SIGN_AND_SYMPTOM,995
20518,tolerated,I-SIGN_AND_SYMPTOM,995
20519,Additionally,O,995
20520,these,O,995
20521,oils,O,995
20522,provided,O,995
20523,low,O,995
20524,bioavailability,O,995
20525,of,O,995
20526,cyclosporine,B-NAME_OF_DRUG,996
20527,A,I-NAME_OF_DRUG,996
20528,to,O,996
20529,the,O,996
20530,ocular,O,996
20531,targets,O,996
20532,The,O,996
20533,limitations,O,996
20534,of,O,996
20535,oil-based,O,996
20536,cyclosporine,B-NAME_OF_DRUG,996
20537,A,I-NAME_OF_DRUG,996
20538,formulations,O,996
20539,lead,O,996
20540,to,O,997
20541,a,O,997
20542,need,O,997
20543,for,O,997
20544,cyclosporine,B-NAME_OF_DRUG,997
20545,A,I-NAME_OF_DRUG,997
20546,formulations,O,997
20547,with,O,997
20548,improved,O,997
20549,tolerability,O,997
20550,and,O,997
20551,bioavailability,O,997
20552,This,O,997
20553,review,O,997
20554,covers,O,997
20555,the,O,997
20556,immunopathophysiology,O,997
20557,of,O,997
20558,DED,B-NAME_OF_DISEASE,997
20559,as,O,997
20560,well,O,997
20561,as,O,998
20562,the,O,998
20563,mechanism,O,998
20564,of,O,998
20565,action,O,998
20566,of,O,998
20567,cyclosporine,B-NAME_OF_DRUG,998
20568,A,I-NAME_OF_DRUG,998
20569,and,O,998
20570,its,O,998
20571,role,O,998
20572,in,O,998
20573,modulating,O,998
20574,ocular,O,998
20575,inflammation,O,998
20576,compares,O,998
20577,the,O,998
20578,current,O,998
20579,ophthalmic,O,998
20580,cyclosporine,B-NAME_OF_DRUG,998
20581,A,I-NAME_OF_DRUG,998
20582,formulations,O,998
20583,and,O,998
20584,discusses,O,998
20585,the,O,998
20586,limitations,O,998
20587,and,O,998
20588,challenges,O,998
20589,of,O,998
20590,using,O,998
20591,cyclosporine,B-NAME_OF_DRUG,998
20592,A,I-NAME_OF_DRUG,998
20593,for,O,999
20594,the,O,999
20595,treatment,O,999
20596,of,O,999
20597,DED,B-NAME_OF_DISEASE,999
20598,Since,O,999
20599,Cyclosporine,B-NAME_OF_DRUG,999
20600,is,O,999
20601,a,O,999
20602,well-established,O,999
20603,stalwart,O,999
20604,of,O,999
20605,long-term,O,999
20606,management,O,999
20607,for,O,999
20608,dry,B-NAME_OF_DISEASE,999
20609,eye,I-NAME_OF_DISEASE,999
20610,disease,I-NAME_OF_DISEASE,999
20611,DED,B-NAME_OF_DISEASE,999
20612,Ophthalmologists,O,999
20613,have,O,999
20614,trusted,O,1000
20615,it,O,1000
20616,for,O,1000
20617,years,O,1000
20618,as,O,1000
20619,an,O,1000
20620,effective,O,1000
20621,immunomodulator,O,1000
20622,that,O,1000
20623,alleviates,O,1000
20624,dry,B-NAME_OF_DISEASE,1000
20625,eye,I-NAME_OF_DISEASE,1000
20626,symptoms,O,1000
20627,without,O,1000
20628,major,O,1000
20629,negative,O,1001
20630,side,O,1001
20631,effects,O,1001
20632,We,O,1001
20633,have,O,1001
20634,several,O,1001
20635,options,O,1001
20636,for,O,1001
20637,cyclosporine,B-NAME_OF_DRUG,1001
20638,Cequa,O,1001
20639,0.09,O,1001
20640,Sun,O,1001
20641,Ophthalmics,O,1001
20642,Restasis,O,1001
20643,0.05,O,1001
20644,Allergan,O,1001
20645,and,O,1001
20646,the,O,1001
20647,compounded,O,1001
20648,Klarity-C,O,1001
20649,Drops,O,1001
20650,0.1,O,1001
20651,Imprimis,O,1001
20652,,O,1001
20653,Several,O,1001
20654,more,O,1001
20655,are,O,1001
20656,in,O,1002
20657,the,O,1002
20658,pipeline,O,1002
20659,including,O,1002
20660,generic,B-NAME_OF_DRUG,1002
20661,Restasis,I-NAME_OF_DRUG,1002
20662,CyclASol,O,1002
20663,0.1,O,1002
20664,Novaliq,O,1002
20665,Ikervis,O,1002
20666,0.1,O,1002
20667,Santen,O,1002
20668,Pharmaceutical,O,1002
20669,and,O,1002
20670,OTX-CSI,O,1002
20671,ophthalmic,O,1002
20672,insert,O,1003
20673,0.3,O,1003
20674,mg,O,1003
20675,Ocular,O,1003
20676,Therapeutix,O,1003
20677,,O,1003
20678,Although,O,1003
20679,the,O,1003
20680,concentrations,O,1003
20681,range,O,1003
20682,from,O,1003
20683,0.05,O,1003
20684,to,O,1003
20685,0.1,O,1003
20686,we,O,1003
20687,have,O,1003
20688,found,O,1003
20689,cyclosporine,B-NAME_OF_DRUG,1003
20690,to,O,1003
20691,be,O,1003
20692,efficacious,O,1003
20693,at,O,1003
20694,all,O,1003
20695,levels,O,1004
20696,with,O,1004
20697,some,O,1004
20698,subtle,O,1004
20699,differences,O,1004
20700,The,O,1004
20701,choice,O,1004
20702,usually,O,1004
20703,comes,O,1004
20704,down,O,1004
20705,to,O,1004
20706,tolerability,O,1004
20707,and,O,1004
20708,affordability,O,1004
20709,As,O,1004
20710,a,O,1004
20711,topical,O,1004
20712,ophthalmic,O,1004
20713,agent,O,1004
20714,cyclosporine,B-NAME_OF_DRUG,1004
20715,poses,O,1004
20716,several,O,1004
20717,challenges,O,1004
20718,Firstly,O,1004
20719,it,O,1004
20720,is,O,1004
20721,a,O,1004
20722,hydrophobic,O,1004
20723,lipophilic,O,1004
20724,molecule,O,1004
20725,so,O,1004
20726,does,O,1005
20727,not,O,1005
20728,easily,O,1005
20729,penetrate,O,1005
20730,the,O,1005
20731,aqueous,O,1005
20732,layer,O,1005
20733,and,O,1005
20734,reach,O,1005
20735,the,O,1005
20736,eye,O,1005
20737,Secondly,O,1005
20738,it,O,1005
20739,can,O,1005
20740,cause,O,1005
20741,burning,B-SIGN_AND_SYMPTOM,1005
20742,or,I-SIGN_AND_SYMPTOM,1005
20743,stinging,I-SIGN_AND_SYMPTOM,1005
20744,on,I-SIGN_AND_SYMPTOM,1005
20745,instillation,I-SIGN_AND_SYMPTOM,1005
20746,As,O,1005
20747,a,O,1005
20748,result,O,1005
20749,manufacturers,O,1005
20750,need,O,1005
20751,to,O,1005
20752,formulate,O,1005
20753,a,O,1005
20754,vehicle,O,1005
20755,that,O,1005
20756,achieves,O,1005
20757,the,O,1006
20758,penetration,O,1006
20759,required,O,1006
20760,for,O,1006
20761,efficacy,O,1006
20762,produces,O,1006
20763,minimal,O,1006
20764,side,O,1006
20765,effects,O,1006
20766,and,O,1006
20767,feels,O,1006
20768,comfortable,O,1006
20769,for,O,1006
20770,chronic,O,1006
20771,use,O,1006
20772,-,O,1006
20773,a,O,1006
20774,notoriously,O,1006
20775,difficult,O,1006
20776,feat,O,1006
20777,The,O,1006
20778,tolerability,O,1006
20779,of,O,1006
20780,different,O,1006
20781,cyclosporine,B-NAME_OF_DRUG,1006
20782,formulations,O,1006
20783,hinges,O,1006
20784,primarily,O,1006
20785,on,O,1006
20786,the,O,1006
20787,vehicle,O,1006
20788,which,O,1006
20789,varies,O,1006
20790,among,O,1006
20791,different,O,1007
20792,products,O,1007
20793,Although,O,1007
20794,we,O,1007
20795,tend,O,1007
20796,to,O,1007
20797,favour,O,1007
20798,products,O,1007
20799,with,O,1007
20800,an,O,1007
20801,established,O,1007
20802,track,O,1007
20803,record,O,1007
20804,of,O,1007
20805,comfort,O,1007
20806,some,O,1007
20807,patients,O,1007
20808,might,O,1007
20809,tolerate,O,1007
20810,one,O,1007
20811,better,O,1007
20812,than,O,1007
20813,another,O,1008
20814,Because,O,1008
20815,we,O,1008
20816,have,O,1008
20817,used,O,1008
20818,Restasis-which,O,1008
20819,has,O,1008
20820,an,O,1008
20821,anionic,O,1008
20822,castor,O,1008
20823,oil-in-water,O,1008
20824,emulsion,O,1008
20825,vehicle1,O,1008
20826,-,O,1008
20827,for,O,1008
20828,many,O,1008
20829,years,O,1008
20830,we,O,1008
20831,know,O,1008
20832,to,O,1008
20833,expect,O,1008
20834,patients,O,1008
20835,to,O,1008
20836,be,O,1008
20837,comfortable,O,1008
20838,with,O,1008
20839,its,O,1008
20840,long-term,O,1008
20841,use,O,1008
20842,As,O,1008
20843,it,O,1009
20844,has,O,1009
20845,been,O,1009
20846,around,O,1009
20847,a,O,1009
20848,long,O,1009
20849,time,O,1009
20850,Restasis,B-NAME_OF_DRUG,1009
20851,is,O,1009
20852,also,O,1009
20853,covered,O,1009
20854,by,O,1009
20855,most,O,1009
20856,insurance,O,1009
20857,plans,O,1009
20858,Our,O,1009
20859,patients,O,1009
20860,have,O,1009
20861,also,O,1009
20862,tolerated,O,1009
20863,Cequa,B-NAME_OF_DRUG,1009
20864,well,O,1009
20865,which,O,1009
20866,has,O,1009
20867,a,O,1009
20868,nanomicelle-based,O,1009
20869,solution,O,1009
20870,Commercial,O,1009
20871,patients,O,1009
20872,can,O,1009
20873,obtain,O,1009
20874,Cequa,B-NAME_OF_DRUG,1009
20875,at,O,1009
20876,its,O,1009
20877,lowest,O,1009
20878,price,O,1009
20879,through,O,1009
20880,a,O,1009
20881,specialty,O,1009
20882,pharmacy,O,1009
20883,so,O,1009
20884,we,O,1009
20885,check,O,1009
20886,with,O,1010
20887,patients,O,1010
20888,in,O,1010
20889,advance,O,1010
20890,to,O,1010
20891,see,O,1010
20892,if,O,1010
20893,that,O,1010
20894,is,O,1010
20895,a,O,1010
20896,convenient,O,1010
20897,arrangement,O,1010
20898,The,O,1010
20899,third,O,1010
20900,current,O,1010
20901,option,O,1010
20902,Klarity-C,B-NAME_OF_DRUG,1010
20903,Drops,I-NAME_OF_DRUG,1010
20904,has,O,1010
20905,a,O,1010
20906,chondroitin,B-CHEMICAL_COMPOUND,1010
20907,sulfate,I-CHEMICAL_COMPOUND,1010
20908,glycerin,B-CHEMICAL_COMPOUND,1010
20909,and,O,1010
20910,dextran-based,O,1010
20911,solution,O,1011
20912,This,O,1011
20913,can,O,1011
20914,be,O,1011
20915,the,O,1011
20916,most,O,1011
20917,cost-effective,O,1011
20918,choice,O,1011
20919,However,O,1011
20920,in,O,1011
20921,our,O,1011
20922,limited,O,1011
20923,experience,O,1011
20924,it,O,1011
20925,also,O,1011
20926,seems,O,1011
20927,to,O,1011
20928,be,O,1011
20929,less,O,1011
20930,well,O,1011
20931,tolerated,O,1011
20932,We,O,1011
20933,use,O,1011
20934,both,O,1011
20935,cyclosporine,B-NAME_OF_DRUG,1011
20936,and,O,1011
20937,lifitegrast,B-NAME_OF_DRUG,1011
20938,Xiidra,I-NAME_OF_DRUG,1011
20939,Novartis,I-NAME_OF_DRUG,1011
20940,as,O,1011
20941,part,O,1011
20942,of,O,1011
20943,long-term,O,1011
20944,management,O,1011
20945,plans,O,1011
20946,With,O,1011
20947,cyclosporine,B-NAME_OF_DRUG,1011
20948,our,O,1011
20949,best,O,1011
20950,candidates,O,1011
20951,have,O,1011
20952,chronic,B-NAME_OF_DISEASE,1011
20953,dry,B-NAME_OF_DISEASE,1011
20954,eye,I-NAME_OF_DISEASE,1011
20955,and,O,1011
20956,possibly,O,1011
20957,wear,O,1011
20958,contact,B-TREATMENT,1012
20959,lenses,I-TREATMENT,1012
20960,so,O,1012
20961,they,O,1012
20962,need,O,1012
20963,long-term,O,1012
20964,relief,O,1012
20965,from,O,1012
20966,inflammation,O,1012
20967,It,O,1012
20968,can,O,1012
20969,take,O,1012
20970,up,B-TIME_DURATION,1012
20971,to,I-TIME_DURATION,1012
20972,3,I-TIME_DURATION,1012
20973,months,I-TIME_DURATION,1012
20974,for,O,1012
20975,cyclosporine,B-NAME_OF_DRUG,1012
20976,to,O,1012
20977,build,O,1012
20978,up,O,1012
20979,the,O,1012
20980,concentration,O,1012
20981,required,O,1012
20982,for,O,1012
20983,full,O,1012
20984,efficacy,O,1013
20985,so,O,1013
20986,we,O,1013
20987,tend,O,1013
20988,to,O,1013
20989,choose,O,1013
20990,it,O,1013
20991,for,O,1013
20992,patients,O,1013
20993,who,O,1013
20994,can,O,1013
20995,patiently,O,1013
20996,await,O,1013
20997,some,O,1013
20998,improvement,O,1013
20999,For,O,1013
21000,more,O,1013
21001,severe,O,1013
21002,cases,O,1013
21003,we,O,1013
21004,also,O,1013
21005,utilise,O,1013
21006,a,O,1013
21007,steroid,B-NAME_OF_DRUG,1013
21008,during,O,1013
21009,the,O,1013
21010,cyclosporine,B-NAME_OF_DRUG,1013
21011,induction,O,1013
21012,period,O,1013
21013,such,O,1013
21014,as,O,1013
21015,loteprednol,O,1013
21016,etabonate,O,1013
21017,ophthalmic,O,1013
21018,suspension,O,1013
21019,0.25,O,1013
21020,Eyesuvis,O,1013
21021,Kala,O,1013
21022,Pharmaceuticals,O,1013
21023,which,O,1013
21024,can,O,1013
21025,be,O,1013
21026,used,O,1013
21027,on-label,O,1013
21028,for,O,1013
21029,short,O,1013
21030,term,O,1013
21031,treatment,O,1013
21032,of,O,1013
21033,dry,B-NAME_OF_DISEASE,1013
21034,eye,I-NAME_OF_DISEASE,1013
21035,In,O,1013
21036,addition,O,1013
21037,our,O,1013
21038,patients,O,1013
21039,who,O,1013
21040,have,O,1013
21041,dry,B-NAME_OF_DISEASE,1013
21042,eye,I-NAME_OF_DISEASE,1013
21043,secondary,O,1013
21044,to,O,1013
21045,autoimmune,O,1013
21046,conditions,O,1013
21047,such,O,1013
21048,as,O,1013
21049,Sjogren,B-NAME_OF_DISEASE,1013
21050,s,I-NAME_OF_DISEASE,1013
21051,syndrome,I-NAME_OF_DISEASE,1013
21052,or,O,1013
21053,rheumatoid,B-NAME_OF_DISEASE,1014
21054,arthritis,I-NAME_OF_DISEASE,1014
21055,tend,O,1014
21056,to,O,1014
21057,respond,O,1014
21058,very,O,1014
21059,well,O,1014
21060,to,O,1014
21061,cyclosporine,B-NAME_OF_DRUG,1014
21062,From,O,1014
21063,a,O,1014
21064,clinical,O,1014
21065,standpoint,O,1014
21066,it,O,1014
21067,has,O,1014
21068,been,O,1015
21069,great,O,1015
21070,to,O,1015
21071,see,O,1015
21072,more,O,1015
21073,options,O,1015
21074,for,O,1015
21075,long-term,O,1015
21076,DED,B-NAME_OF_DISEASE,1015
21077,treatment,O,1015
21078,Whether,O,1015
21079,we,O,1015
21080,prescribe,O,1015
21081,an,B-NAME_OF_DRUG,1015
21082,immunomodulator,I-NAME_OF_DRUG,1015
21083,or,O,1015
21084,optimally,O,1015
21085,offer,O,1015
21086,some,O,1015
21087,combination,O,1015
21088,of,O,1016
21089,therapies,O,1016
21090,the,O,1016
21091,options,O,1016
21092,allow,O,1016
21093,ophthalmologists,O,1016
21094,to,O,1016
21095,tailor,O,1016
21096,effective,O,1016
21097,economical,O,1016
21098,and,O,1016
21099,comfortable,O,1016
21100,care,O,1016
21101,Myopia,B-NAME_OF_DISEASE,1016
21102,or,O,1016
21103,short-sightedness,B-NAME_OF_DISEASE,1016
21104,is,O,1017
21105,one,O,1017
21106,of,O,1017
21107,the,O,1017
21108,most,O,1017
21109,common,O,1017
21110,eye,O,1017
21111,health,O,1017
21112,issues,O,1017
21113,in,O,1017
21114,children,O,1017
21115,and,O,1017
21116,means,O,1017
21117,that,O,1017
21118,they,O,1017
21119,can,B-SIGN_AND_SYMPTOM,1017
21120,t,I-SIGN_AND_SYMPTOM,1017
21121,see,I-SIGN_AND_SYMPTOM,1017
21122,objects,I-SIGN_AND_SYMPTOM,1017
21123,that,I-SIGN_AND_SYMPTOM,1017
21124,are,I-SIGN_AND_SYMPTOM,1017
21125,far,I-SIGN_AND_SYMPTOM,1018
21126,away,I-SIGN_AND_SYMPTOM,1018
21127,causing,O,1018
21128,their,O,1018
21129,vision,B-SIGN_AND_SYMPTOM,1018
21130,to,I-SIGN_AND_SYMPTOM,1018
21131,blur,I-SIGN_AND_SYMPTOM,1018
21132,Symptoms,O,1018
21133,usually,O,1018
21134,appear,O,1018
21135,between,O,1018
21136,the,O,1018
21137,ages,O,1018
21138,of,O,1018
21139,8,O,1018
21140,and,O,1018
21141,12,O,1019
21142,and,O,1019
21143,can,O,1019
21144,get,O,1019
21145,progressively,O,1019
21146,worse,O,1019
21147,over,O,1019
21148,time,O,1019
21149,with,O,1019
21150,most,O,1019
21151,children,O,1019
21152,quickly,O,1019
21153,becoming,O,1019
21154,reliant,O,1019
21155,on,O,1019
21156,glasses,B-TREATMENT,1019
21157,to,O,1019
21158,see,O,1019
21159,clearly,O,1019
21160,into,O,1019
21161,the,O,1019
21162,distance,O,1019
21163,According,O,1019
21164,to,O,1019
21165,a,O,1019
21166,2019,O,1019
21167,study,O,1019
21168,in,O,1019
21169,the,B-PUBLICATION_VENUE,1020
21170,Investigative,I-PUBLICATION_VENUE,1020
21171,Ophthalmology,I-PUBLICATION_VENUE,1020
21172,and,I-PUBLICATION_VENUE,1020
21173,Visual,I-PUBLICATION_VENUE,1020
21174,Sciences,I-PUBLICATION_VENUE,1020
21175,journal,I-PUBLICATION_VENUE,1020
21176,more,O,1020
21177,than,O,1020
21178,32%,O,1020
21179,of,O,1020
21180,the,O,1020
21181,world,O,1020
21182,s,O,1020
21183,population,O,1020
21184,suffers,O,1020
21185,from,O,1020
21186,myopia,B-NAME_OF_DISEASE,1020
21187,with,O,1020
21188,that,O,1020
21189,figure,O,1020
21190,estimated,O,1020
21191,to,O,1020
21192,rise,O,1021
21193,to,O,1021
21194,50%,O,1021
21195,by,O,1021
21196,2050,O,1021
21197,Are,O,1021
21198,you,O,1021
21199,prescribing,O,1021
21200,contact,B-TREATMENT,1021
21201,lenses,I-TREATMENT,1021
21202,for,O,1021
21203,myopia,B-NAME_OF_DISEASE,1021
21204,management,O,1021
21205,We,O,1021
21206,ask,O,1021
21207,this,O,1021
21208,question,O,1021
21209,at,O,1021
21210,the,O,1021
21211,start,O,1021
21212,of,O,1021
21213,every,O,1021
21214,myopia,B-NAME_OF_DISEASE,1021
21215,management,O,1021
